department,year,ubigeo,iddpto,population,cases_men5,cases_60mas,hosp_men5,hosp_60mas,death_men5,death_60mas,cases_rate_men5,cases_rate_60mas,hosp_rate_men5,hosp_rate_60mas,death_rate_men5,death_rate_60mas,inc_rate_men5,inc_rate_60mas
LAMBAYEQUE,2007,140000,14,1112868,837,34,16,4,3,0,75.21107624623944,3.0551691665139082,1.4377266665947803,0.3594316666486951,0.26957374998652134,0.0,75.21,3.06
LAMBAYEQUE,2008,140000,14,1126063,823,10,19,0,1,0,73.08649693667229,0.8880497805184967,1.6872945829851438,0.0,0.08880497805184968,0.0,73.09,0.89
LAMBAYEQUE,2009,140000,14,1139259,893,13,17,4,11,0,78.38428311735962,1.1410925873747761,1.4921979988747072,0.3511054114999311,0.9655398816248106,0.0,78.38,1.14
LAMBAYEQUE,2010,140000,14,1152454,702,39,28,4,3,0,60.91349416115524,3.384083008953069,2.429598057709896,0.34708543681569937,0.26031407761177455,0.0,60.91,3.38
LAMBAYEQUE,2011,140000,14,1165649,608,27,21,5,5,0,52.15978394868438,2.3163061950896022,1.801571485069691,0.4289455916832597,0.4289455916832597,0.0,52.16,2.32
LAMBAYEQUE,2012,140000,14,1178844,687,34,20,9,3,1,58.27743111047772,2.8841814523380536,1.6965773249047371,0.7634597962071318,0.25448659873571056,0.08482886624523686,58.28,2.88
LAMBAYEQUE,2013,140000,14,1192040,901,185,190,88,3,2,75.5847119224187,15.519613435790745,15.939062447568874,7.382302607295058,0.25166940706687696,0.1677796047112513,75.58,15.52
LAMBAYEQUE,2014,140000,14,1205235,587,130,133,73,1,0,48.70419461764718,10.786278194708915,11.035192306894507,6.056910063182699,0.08297137072853011,0.0,48.7,10.79
LAMBAYEQUE,2015,140000,14,1218430,593,54,114,48,1,0,48.669189038352634,4.431932897253022,9.356302783089715,3.939495908669353,0.08207283143061152,0.0,48.67,4.43
LAMBAYEQUE,2016,140000,14,1231626,375,78,76,47,3,0,30.447554695987254,6.333091376765349,6.17070441838675,3.8160935218970695,0.24358043756789802,0.0,30.45,6.33
LAMBAYEQUE,2017,140000,14,1244821,326,132,41,29,6,4,26.188504210645547,10.603934220261387,3.293646235081188,2.329652215057426,0.4819970100118812,0.32133134000792085,26.19,10.6
LAMBAYEQUE,2018,140000,14,1270295,406,175,90,46,0,4,31.96107990663586,13.776327545963733,7.08496845220992,3.6212060977961813,0.0,0.3148874867648853,31.96,13.78
LAMBAYEQUE,2019,140000,14,1292105,687,651,10,27,0,2,53.16905359858525,50.382902318310045,0.7739309111875583,2.0896134602064076,0.0,0.15478618223751167,53.17,50.38
LAMBAYEQUE,2020,140000,14,1310785,242,540,23,296,0,5,18.46221920452248,41.19668748116587,1.7546737260496574,22.581887952639068,0.0,0.38145081001079506,18.46,41.2
LAMBAYEQUE,2021,140000,14,1325912,293,614,71,501,0,65,22.097997453828008,46.307748930547426,5.354804843760371,37.785313052449936,0.0,4.902286124569353,22.1,46.31
LAMBAYEQUE,2022,140000,14,1338994,360,241,91,68,2,2,26.88585609793621,17.998586998896187,6.796146958089432,5.078439485165729,0.14936586721075673,0.14936586721075673,26.89,18.0
LAMBAYEQUE,2023,140000,14,1350663,562,582,69,51,0,3,41.60919489169393,43.089949158302254,5.108602219798721,3.7759233798512284,0.0,0.22211313999124874,41.61,43.09
LIMA,2000,150000,15,7415760,6079,0,2023,0,63,0,81.97406604312977,0.0,27.279739365891025,0.0,0.849542056377229,0.0,81.97,0.0
LIMA,2001,150000,15,7562824,7172,0,2378,0,96,0,94.83230073845431,0.0,31.44328097546631,0.0,1.269367104139935,0.0,94.83,0.0
LIMA,2002,150000,15,7709888,5636,0,2951,0,73,0,73.10093220550026,0.0,38.275523587372476,0.0,0.9468360629882042,0.0,73.1,0.0
LIMA,2003,150000,15,7856953,7779,0,3369,0,53,0,99.00784693506503,0.0,42.87921793601158,0.0,0.674561754410393,0.0,99.01,0.0
LIMA,2004,150000,15,8004018,8886,0,3817,0,60,0,111.01924058641546,0.0,47.688548426552764,0.0,0.7496235015963232,0.0,111.02,0.0
LIMA,2005,150000,15,8151082,8613,0,3301,0,85,0,105.66695317259722,0.0,40.49769098139364,0.0,1.0428063415384607,0.0,105.67,0.0
LIMA,2006,150000,15,8298146,11147,415,3488,134,68,19,134.33121085119495,5.001117117004208,42.03348555207392,1.6148185389844913,0.8194601541115328,0.2289668077664577,134.33,5.0
LIMA,2007,150000,15,8445211,11239,749,4211,264,56,54,133.08134041884804,8.868931753155723,49.862578921947595,3.126032019803886,0.6630977011705214,0.6394156404144313,133.08,8.87
LIMA,2008,150000,15,8614191,10161,850,3920,260,28,40,117.95652081547762,9.867438509315615,45.50630465472614,3.0182753087318357,0.32504503324804385,0.46435004749720543,117.96,9.87
LIMA,2009,150000,15,8783171,8920,880,3692,317,26,66,101.55785421916528,10.019160505926617,42.03493248622849,3.6091748640667474,0.29602065131146826,0.7514370379444963,101.56,10.02
LIMA,2010,150000,15,8952150,7858,1130,3290,538,15,69,87.77779639527935,12.622666063459617,36.75094809626738,6.009729506319712,0.16755751411672057,0.7707645649369146,87.78,12.62
LIMA,2011,150000,15,9121130,7462,1500,3268,905,15,141,81.81003888772554,16.445330786865224,35.82889400765037,9.922016241408684,0.16445330786865223,1.5458610939653312,81.81,16.45
LIMA,2012,150000,15,9290110,8150,1876,3568,1030,26,203,87.72770182484385,20.193517622503933,38.4064343694531,11.087059249029345,0.2798675150240417,2.1851194442261717,87.73,20.19
LIMA,2013,150000,15,9459090,7783,1870,3281,786,29,247,82.28064221822606,19.769343562647148,34.68621188718999,8.309467401198212,0.306583402843191,2.6112448449057997,82.28,19.77
LIMA,2014,150000,15,9628070,7589,2018,3291,846,18,276,78.82161222342587,20.95954848687224,34.18130528756023,8.786807740284397,0.18695335617626377,2.8666181280360448,78.82,20.96
LIMA,2015,150000,15,9797049,8099,2906,2956,1026,15,20,82.66775025826654,29.66199311649865,30.172350878310397,10.472541272377018,0.15310732854352366,0.2041431047246982,82.67,29.66
LIMA,2016,150000,15,9966029,10415,4346,3472,1640,38,572,104.50501398300166,43.60814121652667,34.8383493565993,16.45590234585912,0.3812952982577113,5.7394976474581805,104.51,43.61
LIMA,2017,150000,15,10135009,10813,5236,3346,1802,21,598,106.68959445423285,51.662509623819766,33.014277540355415,17.779954610795116,0.2072025787051595,5.90034009836597,106.69,51.66
LIMA,2018,150000,15,10180641,9759,5936,3247,1913,30,427,95.85840420067852,58.30674119635493,31.893866014919887,18.79056534848837,0.29467692653144334,4.1942349209642105,95.86,58.31
LIMA,2019,150000,15,10416139,9293,6255,3538,1822,16,452,89.21731939253115,60.05104194558079,33.966520608067924,17.492086079112426,0.1536077811557622,4.339419817650283,89.22,60.05
LIMA,2020,150000,15,10628470,2392,6327,853,2230,5,796,22.505591115184032,59.5287938903718,8.025614222931429,20.9813830212627,0.047043459688929826,7.489318782477628,22.51,59.53
LIMA,2021,150000,15,10814450,3240,10372,831,3080,10,1598,29.959914743699404,95.90871472890439,7.684163318522903,28.48041278104758,0.09246887266573889,14.776525851985078,29.96,95.91
LIMA,2022,150000,15,10986006,6649,7968,1649,2052,15,692,60.522450106071304,72.52863324487534,15.010004545783064,18.678307657942295,0.13653733668086473,6.298922465543893,60.52,72.53
LIMA,2023,150000,15,11147924,10732,12042,3284,2077,10,724,96.26904525003938,108.020112085443,29.458399608752263,18.631271616132295,0.0897028002702566,6.494482739566578,96.27,108.02
LORETO,2000,160000,16,789507,4757,0,1105,0,40,0,602.5279066556724,0.0,139.96076032258105,0.0,5.0664528623558756,0.0,602.53,0.0
LORETO,2001,160000,16,804111,3608,0,894,0,45,0,448.6942723081764,0.0,111.17868055529647,0.0,5.59624230983036,0.0,448.69,0.0
LORETO,2002,160000,16,818714,4183,0,876,0,37,0,510.9232283801181,0.0,106.99707101625232,0.0,4.519282679910201,0.0,510.92,0.0
LORETO,2003,160000,16,833318,4517,0,858,0,41,0,542.0499737195165,0.0,102.96189449885877,0.0,4.920090529665746,0.0,542.05,0.0
LORETO,2004,160000,16,847921,3556,0,599,0,21,0,419.3786921187233,0.0,70.64337361617415,0.0,2.4766458195987595,0.0,419.38,0.0
LORETO,2005,160000,16,862525,4354,0,988,0,35,0,504.79696240688673,0.0,114.54740442306021,0.0,4.057853395553752,0.0,504.8,0.0
LORETO,2006,160000,16,877128,4400,248,984,39,24,1,501.6371612809077,28.274094544923887,112.18431061373028,4.446329384080773,2.7362026978958602,0.11400844574566082,501.64,28.27
LORETO,2007,160000,16,891732,4352,168,1220,58,8,1,488.0390072353577,18.839741088129617,136.81240552094127,6.504196328044749,0.8971305280061722,0.11214131600077153,488.04,18.84
LORETO,2008,160000,16,900748,3147,349,1069,124,24,4,349.3762961449817,38.745575899141606,118.67914222401826,13.766336422617645,2.664452210829222,0.444075368471537,349.38,38.75
LORETO,2009,160000,16,909765,4276,383,1460,232,31,12,470.011486482773,42.098783751848,160.48100333602633,25.5010909410672,3.407473358504669,1.3190219452276137,470.01,42.1
LORETO,2010,160000,16,918782,3594,188,1330,104,47,1,391.1700490431898,20.461872348391676,144.75686289021772,11.31933363953582,5.115468087097919,0.10883974653399828,391.17,20.46
LORETO,2011,160000,16,927798,3717,235,1193,101,60,7,400.62599833153337,25.32878924076146,128.58402367756776,10.885990269433648,6.46692491253484,0.7544745731290647,400.63,25.33
LORETO,2012,160000,16,936814,3278,281,985,181,68,14,349.9093736857049,29.99528188092834,105.14360374631462,19.32080434323142,7.2586447256339035,1.4944268552775684,349.91,30.0
LORETO,2013,160000,16,945831,2667,272,909,221,63,12,281.9742639012678,28.757780195404887,96.10596396184943,23.36569640876647,6.660809383494514,1.268725596856098,281.97,28.76
LORETO,2014,160000,16,954848,2203,332,736,246,27,9,230.71734977713731,34.7699319682295,77.0803311102919,25.763262843929088,2.8276751901873385,0.9425583967291129,230.72,34.77
LORETO,2015,160000,16,963864,2238,397,576,248,32,4,232.1904335051418,41.188383423387535,59.75946814073355,25.729771005038057,3.3199704522629747,0.41499630653287184,232.19,41.19
LORETO,2016,160000,16,972880,1789,479,418,223,29,5,183.88701587040538,49.235260258202445,42.96521667626018,22.921634733985695,2.9808403914151795,0.5139379985198586,183.89,49.24
LORETO,2017,160000,16,981897,1507,439,381,142,21,20,153.4784198342596,44.70937379378896,38.80244058185329,14.46180200163561,2.1387171974249846,2.036873521357128,153.48,44.71
LORETO,2018,160000,16,1000350,2270,481,609,169,37,9,226.92057779777076,48.083170890188434,60.87869245763982,16.894087069525668,3.6987054530914176,0.8996851102114259,226.92,48.08
LORETO,2019,160000,16,1015212,2019,506,452,215,19,15,198.87471779293386,49.84180644042821,44.52272037761571,21.1778426574942,1.8715302813599521,1.4775239063368044,198.87,49.84
LORETO,2020,160000,16,1027559,920,372,186,100,14,13,89.53257185232187,36.202300792460576,18.101150396230288,9.731801288295854,1.3624521803614196,1.265134167478461,89.53,36.2
LORETO,2021,160000,16,1037055,1013,641,181,70,14,25,97.6804508921899,61.8096436543867,17.45326911301715,6.749883082382323,1.3499766164764646,2.4106725294222584,97.68,61.81
LORETO,2022,160000,16,1044884,2079,1011,440,251,37,92,198.96945498256267,96.75715199007736,42.10993756244712,24.021805291305064,3.5410629313875988,8.80480512669349,198.97,96.76
LORETO,2023,160000,16,1051560,3143,1948,701,204,37,38,298.8892692761231,185.2485830575526,66.66286279432462,19.399748944425426,3.518581916390886,3.613678724941991,298.89,185.25
MADRE DE DIOS,2000,170000,17,88282,449,0,92,0,5,0,508.5974490836184,0.0,104.21150404385945,0.0,5.663668698035839,0.0,508.6,0.0
MADRE DE DIOS,2001,170000,17,91321,384,0,106,0,6,0,420.49473834057886,0.0,116.07406839609729,0.0,6.570230286571545,0.0,420.49,0.0
MADRE DE DIOS,2002,170000,17,94360,244,0,63,0,3,0,258.5841458245019,0.0,66.76557863501483,0.0,3.17931326833404,0.0,258.58,0.0
MADRE DE DIOS,2003,170000,17,97399,191,0,51,0,1,0,196.10057598127293,0.0,52.36193390075873,0.0,1.0267045862893869,0.0,196.1,0.0
MADRE DE DIOS,2004,170000,17,100438,214,0,36,0,11,0,213.06676755809553,0.0,35.84300762659551,0.0,10.952030108126406,0.0,213.07,0.0
MADRE DE DIOS,2005,170000,17,103477,241,0,23,0,2,0,232.90199754534825,0.0,22.22716159146477,0.0,1.9327966601273712,0.0,232.9,0.0
MADRE DE DIOS,2006,170000,17,106516,237,29,28,15,4,1,222.50178376957453,27.2259566637876,26.287130571932856,14.082391377821173,3.755304367418979,0.9388260918547447,222.5,27.23
MADRE DE DIOS,2007,170000,17,109555,330,24,48,19,0,0,301.21856601706907,21.906804801241385,43.81360960248277,17.342887134316097,0.0,0.0,301.22,21.91
MADRE DE DIOS,2008,170000,17,114720,220,35,58,5,2,1,191.77126917712692,30.509065550906552,50.55788005578801,4.358437935843793,1.7433751743375174,0.8716875871687587,191.77,30.51
MADRE DE DIOS,2009,170000,17,119885,250,22,29,14,0,0,208.5331776285607,18.350919631313342,24.189848604913042,11.6778579471994,0.0,0.0,208.53,18.35
MADRE DE DIOS,2010,170000,17,125050,250,11,65,10,0,0,199.9200319872051,8.796481407437025,51.97920831667333,7.996801279488205,0.0,0.0,199.92,8.8
MADRE DE DIOS,2011,170000,17,130215,249,10,42,6,1,2,191.22220942287754,7.6796068041316286,32.254348577352836,4.607764082478977,0.7679606804131628,1.5359213608263256,191.22,7.68
MADRE DE DIOS,2012,170000,17,135380,264,21,87,9,4,1,195.00664795390753,15.511892450879007,64.26355443935589,6.647953907519575,2.954646181119811,0.7386615452799528,195.01,15.51
MADRE DE DIOS,2013,170000,17,140544,161,37,46,15,0,0,114.55487249544628,26.32627504553734,32.72996357012751,10.672814207650273,0.0,0.0,114.55,26.33
MADRE DE DIOS,2014,170000,17,145709,123,41,26,24,2,1,84.41482681234515,28.13827560411505,17.843784529438814,16.471185719481984,1.3725988099568318,0.6862994049784159,84.41,28.14
MADRE DE DIOS,2015,170000,17,150874,136,45,45,27,1,0,90.14144252820233,29.82621260124342,29.82621260124342,17.895727560746053,0.6628047244720761,0.0,90.14,29.83
MADRE DE DIOS,2016,170000,17,156039,240,34,103,22,1,0,153.80770192067368,21.789424438762104,66.00913874095579,14.099039342728421,0.6408654246694737,0.0,153.81,21.79
MADRE DE DIOS,2017,170000,17,161204,271,43,128,26,2,3,168.10997245725912,26.674276072554033,79.4024962159748,16.128632043869878,1.2406640033746061,1.8609960050619092,168.11,26.67
MADRE DE DIOS,2018,170000,17,161324,285,89,141,43,1,3,176.66311274205944,55.16848082120453,87.40175051449258,26.654434554065112,0.6198705710247701,1.85961171307431,176.66,55.17
MADRE DE DIOS,2019,170000,17,167674,265,137,134,76,1,3,158.0447773656023,81.70616792108497,79.91698176222909,45.32604935768217,0.5963953862852917,1.789186158855875,158.04,81.71
MADRE DE DIOS,2020,170000,17,173811,57,22,34,15,1,1,32.794242021506115,12.657426745142711,19.561477697038736,8.630063689870031,0.5753375793246688,0.5753375793246688,32.79,12.66
MADRE DE DIOS,2021,170000,17,179688,173,111,58,92,1,18,96.2779929655848,61.77374115132898,32.27817105204577,51.199857530831224,0.5565201905525132,10.01736342994524,96.28,61.77
MADRE DE DIOS,2022,170000,17,185478,345,101,182,94,1,16,186.0058874906997,54.45389749727731,98.12484499509375,50.679864997466005,0.5391474999730427,8.626359999568683,186.01,54.45
MADRE DE DIOS,2023,170000,17,191259,232,176,80,82,1,6,121.30148123748424,92.02181335257426,41.828096978442844,42.87379940290391,0.5228512122305355,3.1371072733832137,121.3,92.02
MOQUEGUA,2000,180000,18,145140,298,0,86,0,3,0,205.3190023425658,0.0,59.25313490423039,0.0,2.0669698222405954,0.0,205.32,0.0
MOQUEGUA,2001,180000,18,147482,205,0,96,0,7,0,139.00001356097692,0.0,65.09268927733554,0.0,4.746341926472383,0.0,139.0,0.0
MOQUEGUA,2002,180000,18,149824,174,0,124,0,6,0,116.13626655275523,0.0,82.76377616403246,0.0,4.004698846646733,0.0,116.14,0.0
MOQUEGUA,2003,180000,18,152166,194,0,78,0,9,0,127.49234388759645,0.0,51.25980836717795,0.0,5.914593273135917,0.0,127.49,0.0
MOQUEGUA,2004,180000,18,154507,206,0,69,0,10,0,133.3272926145741,0.0,44.65817082721171,0.0,6.472198670610393,0.0,133.33,0.0
MOQUEGUA,2005,180000,18,156849,216,0,95,0,7,0,137.71206701987262,0.0,60.56780725411064,0.0,4.462891060829206,0.0,137.71,0.0
MOQUEGUA,2006,180000,18,159191,214,24,135,4,5,2,134.42971022231154,15.076229183810643,84.80378915893486,2.5127048639684406,3.1408810799605504,1.2563524319842203,134.43,15.08
MOQUEGUA,2007,180000,18,161533,176,70,77,38,2,4,108.9560647050448,43.33479846223372,47.6682783084571,23.52460487949831,1.2381370989209637,2.4762741978419274,108.96,43.33
MOQUEGUA,2008,180000,18,163581,150,72,93,32,0,6,91.6976910521393,44.01489170502687,56.852568452326366,19.56217409112305,0.0,3.667907642085572,91.7,44.01
MOQUEGUA,2009,180000,18,165630,212,70,146,49,1,10,127.9961359657067,42.26287508301636,88.14828231600556,29.584012558111453,0.6037553583288051,6.037553583288052,128.0,42.26
MOQUEGUA,2010,180000,18,167678,179,76,112,52,0,11,106.75222748362933,45.324968093607986,66.79468982215914,31.011820274573882,0.0,6.560192750390629,106.75,45.32
MOQUEGUA,2011,180000,18,169727,162,81,114,65,2,8,95.4473949342179,47.72369746710895,67.16668532407925,38.2967942637294,1.178362900422443,4.713451601689772,95.45,47.72
MOQUEGUA,2012,180000,18,171775,181,131,115,92,3,8,105.3703973220783,76.26255275796827,66.94804249745307,53.55843399796245,1.7464706738466016,4.657255130257605,105.37,76.26
MOQUEGUA,2013,180000,18,173823,220,93,133,76,0,4,126.56552930279652,53.5027010234549,76.51461544214517,43.722637395511526,0.0,2.301191441869028,126.57,53.5
MOQUEGUA,2014,180000,18,175872,104,107,70,66,0,6,59.133915574963616,60.83970160116448,39.801673944687046,37.527292576419214,0.0,3.4115720524017465,59.13,60.84
MOQUEGUA,2015,180000,18,177920,85,137,58,102,0,0,47.77428057553957,77.00089928057554,32.59892086330935,57.32913669064748,0.0,0.0,47.77,77.0
MOQUEGUA,2016,180000,18,179969,89,148,53,93,1,4,49.452961343342466,82.23638515522117,29.449516305585963,51.67556634753763,0.5556512510487918,2.222605004195167,49.45,82.24
MOQUEGUA,2017,180000,18,182017,106,222,60,134,3,20,58.23631858562661,121.96662949065197,32.96395391639243,73.61949707994307,1.6481976958196214,10.987984638797474,58.24,121.97
MOQUEGUA,2018,180000,18,186371,122,240,74,130,1,27,65.46082813313231,128.7753996061619,39.70574821189992,69.7533414533377,0.5365641650256746,14.487232455693213,65.46,128.78
MOQUEGUA,2019,180000,18,189781,146,257,92,181,0,33,76.93077810739747,135.41924639452841,48.47692867041484,95.373087927664,0.0,17.388463544822716,76.93,135.42
MOQUEGUA,2020,180000,18,192740,17,339,12,198,0,71,8.82017225277576,175.88461139358722,6.22600394313583,102.72906506174121,0.0,36.837189996887,8.82,175.88
MOQUEGUA,2021,180000,18,195185,5,440,3,363,1,85,2.5616722596511003,225.42715884929683,1.5370033557906604,185.97740605066988,0.51233445193022,43.5484284140687,2.56,225.43
MOQUEGUA,2022,180000,18,197337,50,405,28,132,0,30,25.337367042166445,205.23267304154822,14.188925543613209,66.89064899131941,0.0,15.202420225299868,25.34,205.23
MOQUEGUA,2023,180000,18,199286,134,222,90,123,0,8,67.2400469676746,111.39768975241614,45.16122557530383,61.72034161958191,0.0,4.0143311622492295,67.24,111.4
PASCO,2000,190000,19,253372,1161,0,230,0,20,0,458.2195349130922,0.0,90.77561845823533,0.0,7.89353203984655,0.0,458.22,0.0
PASCO,2001,190000,19,257240,982,0,182,0,12,0,381.7446742341782,0.0,70.75104960348314,0.0,4.664904369460427,0.0,381.74,0.0
PASCO,2002,190000,19,261108,908,0,197,0,13,0,347.7488242413101,0.0,75.44770746204635,0.0,4.978782725921841,0.0,347.75,0.0
PASCO,2003,190000,19,264976,761,0,268,0,14,0,287.195821508363,0.0,101.14123543264294,0.0,5.2834973733470205,0.0,287.2,0.0
PASCO,2004,190000,19,268845,901,0,428,0,12,0,335.13734679834107,0.0,159.19953876769142,0.0,4.46353847012219,0.0,335.14,0.0
PASCO,2005,190000,19,272713,741,0,356,0,11,0,271.7142197108315,0.0,130.54016493529826,0.0,4.033544422158093,0.0,271.71,0.0
PASCO,2006,190000,19,276581,935,30,468,2,10,0,338.05648254941593,10.846732060409067,169.20902014238143,0.7231154706939378,3.615577353469689,0.0,338.06,10.85
PASCO,2007,190000,19,280449,967,117,422,43,18,2,344.80422465403694,41.71881518564873,150.47299152430568,15.332556008400815,6.418279259330573,0.7131421399256193,344.8,41.72
PASCO,2008,190000,19,279618,917,116,432,36,11,1,327.9474139719188,41.48516905206389,154.49649164216896,12.874707636847415,3.933938444592265,0.3576307676902059,327.95,41.49
PASCO,2009,190000,19,278786,743,151,408,71,16,2,266.5126656288336,54.163408492535495,146.34881235069193,25.467562933576293,5.73916911179184,0.71739613897398,266.51,54.16
PASCO,2010,190000,19,277955,822,162,336,82,10,7,295.7313234156608,58.28281556367038,120.88287672464968,29.501178248277597,3.5977046644240973,2.518393265096868,295.73,58.28
PASCO,2011,190000,19,277124,681,143,328,80,7,2,245.73836982722534,51.60144917076832,118.35856872735671,28.867943592038223,2.5259450643033445,0.7216985898009556,245.74,51.6
PASCO,2012,190000,19,276292,640,125,288,83,12,11,231.63899063309833,45.24199035802702,104.23754578489425,30.040681597729936,4.3432310743705935,3.9812951515063775,231.64,45.24
PASCO,2013,190000,19,275461,506,177,233,111,13,12,183.69206530144012,64.2559200758002,84.58547670995168,40.29608547126453,4.71936136149945,4.356333564461031,183.69,64.26
PASCO,2014,190000,19,274630,344,109,122,78,7,2,125.2594399737829,39.68976441029749,44.4234060372137,28.401849761497285,2.548883952954885,0.72825255798711,125.26,39.69
PASCO,2015,190000,19,273799,369,132,194,91,12,0,134.7703972622252,48.210548614129344,70.85489720561434,33.23606002943765,4.3827771467390315,0.0,134.77,48.21
PASCO,2016,190000,19,272967,297,112,154,62,4,2,108.80436096671025,41.03060076859108,56.417076056812725,22.713368282612915,1.4653785988782526,0.7326892994391263,108.8,41.03
PASCO,2017,190000,19,272136,341,125,176,72,4,4,125.30499456154276,45.93291589499368,64.6735455801511,26.457359555516362,1.4698533086397978,1.4698533086397978,125.3,45.93
PASCO,2018,190000,19,271704,355,185,181,106,8,1,130.65689132291024,68.08880252038983,66.61661219562464,39.01304360627742,2.944380649530371,0.3680475811912964,130.66,68.09
PASCO,2019,190000,19,272157,330,144,151,107,6,1,121.25354115455418,52.91063614016909,55.48268095253842,39.3155421319312,2.2046098391737123,0.3674349731956187,121.25,52.91
PASCO,2020,190000,19,271904,100,268,45,144,3,1,36.77768624220313,98.56419912910438,16.54995880899141,52.959868188772504,1.103330587266094,0.36777686242203134,36.78,98.56
PASCO,2021,190000,19,270842,102,346,41,171,1,41,37.66033333087187,127.74975816158499,15.137977123193597,63.13644117234402,0.36921895422423406,15.137977123193597,37.66,127.75
PASCO,2022,190000,19,269296,170,179,80,68,5,8,63.1275622363496,66.46960964886222,29.70708811122334,25.25102489453984,1.8566930069514587,2.970708811122334,63.13,66.47
PASCO,2023,190000,19,267425,152,283,66,71,5,5,56.83836589698046,105.82406282135179,24.679816771057308,26.549499859773768,1.8696830887164626,1.8696830887164626,56.84,105.82
PIURA,2000,200000,20,1532290,5294,0,782,0,48,0,345.4959570316324,0.0,51.03472580255695,0.0,3.1325662896710154,0.0,345.5,0.0
PIURA,2001,200000,20,1552865,3790,0,695,0,31,0,244.06500243099046,0.0,44.75598329539271,0.0,1.9963100462693153,0.0,244.07,0.0
PIURA,2002,200000,20,1573440,5295,0,1032,0,57,0,336.5237949969494,0.0,65.58877364246491,0.0,3.6226357535082365,0.0,336.52,0.0
PIURA,2003,200000,20,1594015,3890,0,884,0,26,0,244.0378540979853,0.0,55.45744550709999,0.0,1.6311013384441175,0.0,244.04,0.0
PIURA,2004,200000,20,1614590,3619,0,939,0,54,0,224.1435906329161,0.0,58.15717922196966,0.0,3.3445023194742936,0.0,224.14,0.0
PIURA,2005,200000,20,1635165,3005,0,802,0,35,0,183.77350297982161,0.0,49.047038066494814,0.0,2.1404567734754596,0.0,183.77,0.0
PIURA,2006,200000,20,1655740,3101,28,916,18,18,2,187.28785920494764,1.691086764830227,55.322695592303134,1.0871272059622887,1.0871272059622887,0.12079191177358765,187.29,1.69
PIURA,2007,200000,20,1676315,2698,92,860,27,22,0,160.94827046229378,5.488228644377697,51.30300689309586,1.6106757978064983,1.312402501916406,0.0,160.95,5.49
PIURA,2008,200000,20,1701680,2538,168,712,27,15,0,149.14672558882987,9.872596492877626,41.84100418410041,1.58666729349819,0.8814818297212167,0.0,149.15,9.87
PIURA,2009,200000,20,1727046,2234,157,685,30,12,0,129.35382149635853,9.090666953862259,39.663101040736606,1.7370701185724062,0.6948280474289625,0.0,129.35,9.09
PIURA,2010,200000,20,1752412,2155,343,626,95,14,0,122.97336471103826,19.573022782313746,35.72219318288165,5.421099604430922,0.7988988890740306,0.0,122.97,19.57
PIURA,2011,200000,20,1777777,2188,478,645,106,11,1,123.07505384533606,26.887511763286398,36.28126587305382,5.962502608594892,0.6187502707032434,0.05625002460938577,123.08,26.89
PIURA,2012,200000,20,1803142,2149,668,709,186,6,4,119.18085209040663,37.04644448412826,39.32025320246547,10.315327356359067,0.3327524953664215,0.22183499691094768,119.18,37.05
PIURA,2013,200000,20,1828508,1950,732,580,178,9,13,106.64432422499655,40.032638632152555,31.71985028230667,9.73471267284584,0.49220457334613793,0.710962161499977,106.64,40.03
PIURA,2014,200000,20,1853874,1695,487,524,139,13,20,91.43016192038941,26.269314958837548,28.265135602527465,7.497812688456713,0.701234280215376,1.0788219695621168,91.43,26.27
PIURA,2015,200000,20,1879239,1706,651,475,138,6,0,90.78142801421214,34.64168208514191,25.276188925410764,7.343398045698286,0.3192781758999254,0.0,90.78,34.64
PIURA,2016,200000,20,1904604,1514,1281,399,224,8,66,79.4915898527988,67.25807569447507,20.949236691721744,11.760974984826243,0.42003482088665156,3.4652872723148747,79.49,67.26
PIURA,2017,200000,20,1929970,1360,1691,471,328,5,65,70.46741659196775,87.61794224780697,24.404524422659417,16.995082825121635,0.25907138452929324,3.3679279988808113,70.47,87.62
PIURA,2018,200000,20,1971744,1272,1659,417,222,11,57,64.51141730366619,84.13871171916841,21.148790106626418,11.259068114319101,0.5578817534122077,2.890841813135985,64.51,84.14
PIURA,2019,200000,20,2013517,1170,1944,374,318,11,64,58.10728193504202,96.54748383053135,18.574464481799755,15.793261243883215,0.5463077788764634,3.1785179861903328,58.11,96.55
PIURA,2020,200000,20,2047954,489,3528,119,2225,6,190,23.877489435797873,172.2694943343454,5.8106773882616505,108.64501839396783,0.2929753305005874,9.277552132518602,23.88,172.27
PIURA,2021,200000,20,2077039,714,4683,106,3226,2,1787,34.37585909556826,225.46519347975652,5.103418857325259,155.31725692199328,0.09629092183632565,86.03593866075697,34.38,225.47
PIURA,2022,200000,20,2103099,2111,1823,242,719,1,174,100.37568369344477,86.68160652446699,11.506828732266051,34.1876440433855,0.047548879058950624,8.273504956257408,100.38,86.68
PIURA,2023,200000,20,2127093,2375,2423,397,829,7,90,111.65473253872773,113.91133344898414,18.66397002857891,38.97337822088644,0.32908763274572383,4.231126706730735,111.65,113.91
PUNO,2000,210000,21,1174145,4180,0,951,0,64,0,356.0037303740168,0.0,80.99510707791627,0.0,5.450774819123702,0.0,356.0,0.0
PUNO,2001,210000,21,1187616,3162,0,628,0,47,0,266.2476760164902,0.0,52.8790450785439,0.0,3.9575081507827443,0.0,266.25,0.0
